row	type	crmId	cbsId
17	PARTIAL_MATCH	63b311a1-4a2f-4ec8-9bc1-c42be611d421	e9db7b24-a6c7-45c1-9a30-3ff12b0fa826
18	PARTIAL_MATCH	7960fa39-00bd-4ec8-aa03-53ec413e146a	37796099-8a62-49d3-829c-56a7dbd52ee3
19	NEW	5b1bc398-e617-4554-a950-c9d10bf3ddb5	5b1bc398-e617-4554-a950-c9d10bf3ddb5
20	NEW	bd803c2f-7802-4305-9082-e62cbccb2ab7	bd803c2f-7802-4305-9082-e62cbccb2ab7
21	NEW	93695a03-591d-4580-a1fb-af60a4f2af51	93695a03-591d-4580-a1fb-af60a4f2af51
22	NEW	9d7016ea-1f56-4b24-854e-82e2cea7cc44	9d7016ea-1f56-4b24-854e-82e2cea7cc44
23	NEW	8690991a-cf37-47ac-9446-7e4eb3b55926	8690991a-cf37-47ac-9446-7e4eb3b55926
24	NEW	16799731-3c7b-479d-89e0-ab7232c0c281	16799731-3c7b-479d-89e0-ab7232c0c281
25	PARTIAL_MATCH	641db9a0-3737-4eae-81bf-6458bfcc94b1	618d6d83-62f3-4c7e-9254-ec248abdc971
26	NEW	c8bebd76-7824-40b9-ad87-df7d67705faf	c8bebd76-7824-40b9-ad87-df7d67705faf
27	PARTIAL_MATCH	b2942675-e626-4a90-8c1d-a1bcf5cc191d	31f055de-315c-47ff-bbab-8f9731e5fa7d
28	PARTIAL_MATCH	ac648279-ac6b-4bc1-a049-a1b4157f532f	3dfc1a9c-d195-4058-831f-b11b96db9543
29	PARTIAL_MATCH	cbf48c14-452c-44d4-ac93-54143d086ab5	fd0e7b27-910c-4c85-b583-f38eb4d70164
30	PERFECT_MATCH	a384574b-9404-4013-b6f9-c28b2307cfed	21ec0f64-624b-422c-b938-ebd520be7bf3
31	PERFECT_MATCH	4595538f-f260-46a6-a308-6126a6739210	4300e2c6-b0d6-470c-a8a7-2fb001b55a1d
32	PARTIAL_MATCH	98d3769d-39d9-4f60-bd93-81ef3a9ac08f	c2547cd5-5c0b-4ce0-89aa-2db30083e474
33	PERFECT_MATCH	d18070e1-be69-4ac1-86ea-56ab58607ed6	73dc68a7-b3f3-476c-8f18-70d04b5a6f2b
34	NEW	7663f302-8625-4faf-b55a-a443444680c9	7663f302-8625-4faf-b55a-a443444680c9
35	NEW	91fff847-95c1-4d48-87c3-d1ee67db3250	91fff847-95c1-4d48-87c3-d1ee67db3250
36	PERFECT_MATCH	ebbe6e75-6acc-4237-859f-50641f896958	3e09c73e-e2be-4c95-ac19-1c7042076ce7
37	NEW	bd070c80-22bd-40bd-b197-25f1288a2b50	bd070c80-22bd-40bd-b197-25f1288a2b50
38	PARTIAL_MATCH	a15a5e31-c935-4d69-8616-285f090219f6	0b990e63-7ce7-4b71-8936-26297e229924
39	NEW	6658e0ed-ba16-4b78-98ae-e761255fd47a	6658e0ed-ba16-4b78-98ae-e761255fd47a
40	PARTIAL_MATCH	6e215051-8647-4ca7-ae85-432049d23260	22d6b753-f371-4712-9723-40a8d7d4b5cb
41	NEW	9155e73d-f746-4173-829d-828a21621001	9155e73d-f746-4173-829d-828a21621001
42	PARTIAL_MATCH	662c077b-9037-498e-a052-06adf58a9c23	adafd70d-0403-4380-ab82-f68baaa1a4d9
43	PERFECT_MATCH	cd26d618-0435-4b2c-a151-c3503d031992	8f5f4346-6da5-49d2-b24e-73dcce3526d4
44	NEW	8e4dd23f-974c-4806-8816-042a8210ff0d	8e4dd23f-974c-4806-8816-042a8210ff0d
45	NEW	6f3da805-a11a-4975-8f79-73a42ddf315d	6f3da805-a11a-4975-8f79-73a42ddf315d
46	NEW	c806f6d8-ac16-446d-b4fe-0350c1227c92	c806f6d8-ac16-446d-b4fe-0350c1227c92
47	NEW	22abf7e7-78fb-4aef-b629-a87c97986b5e	22abf7e7-78fb-4aef-b629-a87c97986b5e
48	PERFECT_MATCH	647e4828-35ca-4cee-9376-bad37dda5951	7c8261ed-39bb-4a8e-aaee-bdbacf020ec3
49	NEW	e3aac0f2-458c-49c2-9b17-7c46deb03250	e3aac0f2-458c-49c2-9b17-7c46deb03250
50	PARTIAL_MATCH	95f9dff6-0b3f-4c8f-9e39-8548053aeb10	a16edc8b-a114-4fb5-b91d-ffddebe50417
51	NEW	b7806c66-42da-4f85-bd8d-0c25e175e36e	b7806c66-42da-4f85-bd8d-0c25e175e36e
52	NEW	971de746-eee5-4bb4-b4e4-58fe92012748	971de746-eee5-4bb4-b4e4-58fe92012748
53	PERFECT_MATCH	3bb77d3d-ef94-40f5-b7df-5f58ac57a792	8ca8bbed-beb9-463f-89ea-21ae7e3fc82b
54	PERFECT_MATCH	da84a9d6-c93a-4509-a1e4-37b54db49c67	6b90d967-9b43-4312-b764-3644174e968c
55	NEW	b68b825e-18f2-40f0-9c38-13c39d97a875	b68b825e-18f2-40f0-9c38-13c39d97a875
56	NEW	b343ef79-ea8e-465e-8d18-34992fe4683f	b343ef79-ea8e-465e-8d18-34992fe4683f
57	PARTIAL_MATCH	20acff8a-2d0b-4b55-bc34-32e5c425f21c	bb3c520c-18e4-459e-9ee7-7b374c0a0645
58	PARTIAL_MATCH	50331670-2b38-4924-b3ab-95416317ea5a	f4c76b2f-ad80-4ec6-8ad9-89b134d6d88a
59	PARTIAL_MATCH	625bb329-bb7f-4354-81cc-c68038233a57	ad0baf89-8192-4cb0-8df8-f8a869c7a8d2
60	PARTIAL_MATCH	045567df-7f13-4fb5-812b-e5de31d39127	5e1e4548-7e4e-4fc4-8ebc-82afa3a50949
61	PARTIAL_MATCH	54abc743-107e-4020-8def-34278181f262	45c3713c-9df9-4ac0-8678-8f46d240f9a9
62	PERFECT_MATCH	82d91615-f5d7-49eb-94fd-053180da7dc6	59bcbbc3-92ae-42d4-b3f4-c5dfac6c9d65
63	NEW	f2e4bed3-5241-44d4-96ac-aae22728af05	f2e4bed3-5241-44d4-96ac-aae22728af05
64	PARTIAL_MATCH	ebb83757-4198-4570-bd46-ef8a039e8f16	f41e2b98-be3c-42f6-9223-2314db858737
65	NEW	90d0003c-1b5c-4a69-a91f-9bfb99469cef	90d0003c-1b5c-4a69-a91f-9bfb99469cef
66	NEW	48b40ef6-ea64-4381-8837-9948afb54c9e	48b40ef6-ea64-4381-8837-9948afb54c9e
67	NEW	b660b4ba-c93d-4c8b-81eb-e481d17bceb8	b660b4ba-c93d-4c8b-81eb-e481d17bceb8
68	NEW	f9a280bb-d1a1-45d5-9f50-ed93cc6c4e48	f9a280bb-d1a1-45d5-9f50-ed93cc6c4e48
69	NEW	0b9f6c6a-bde0-4983-be91-5b9194e23430	0b9f6c6a-bde0-4983-be91-5b9194e23430
70	NEW	7da98a5e-6832-4e8b-9413-d777f41b5746	7da98a5e-6832-4e8b-9413-d777f41b5746
71	PERFECT_MATCH	ff090c81-419a-4b34-9142-aed1edc35eb9	7be62d8e-7ae3-4864-b2d1-85d9bf5bc0eb
72	PARTIAL_MATCH	8c0bae66-8bc8-4e21-b11d-df2a043bcae9	cb089a24-8a44-4274-9ef0-01d45c24563b
73	NEW	b157ee3c-42bf-46d5-866f-c1f84ba81257	b157ee3c-42bf-46d5-866f-c1f84ba81257
74	NEW	65dd7e6c-1ee3-4087-9d0d-b93c6a050430	65dd7e6c-1ee3-4087-9d0d-b93c6a050430
75	PARTIAL_MATCH	48c24004-5d19-4774-b0cf-02d4dd710df3	c56cb884-8512-4e9c-b0e4-01319e0bc09c
76	NEW	564cccb0-ae60-432a-b308-ca02682a912a	564cccb0-ae60-432a-b308-ca02682a912a
77	PERFECT_MATCH	7481e6ee-bd1c-4e15-af25-4cf2d44fadc6	2c44e804-df85-4ea7-bc88-9c2520e0b20e
78	PARTIAL_MATCH	df0f7c1f-5d6e-47e6-8d89-fdbd2cf56ba8	a234af05-e7ec-41de-8108-99079bda64f4
79	PERFECT_MATCH	5c551397-6d31-40a8-9c9a-1f6a2413d290	fc1d9008-ff89-4404-b259-abbac92f7f3c
80	PERFECT_MATCH	38fe7dce-903a-4e3e-a8ca-aa4e2d9a8fec	54ca3b62-136e-4bbc-a25c-309b379d0439
81	NEW	2a90a08c-0e95-4a28-850f-21acc7d4170f	2a90a08c-0e95-4a28-850f-21acc7d4170f
82	PERFECT_MATCH	c1b39bac-6bd9-49a0-97e4-4ce6c4fd11d9	355293ea-9cfc-49ff-9a76-f792f3db62b0
83	PARTIAL_MATCH	9a969d1f-e442-415e-96b3-5447aac8e7ec	9e919c14-5b70-4040-b22e-d50a0e224060
84	PERFECT_MATCH	df3f11e9-72e9-4e7e-954f-e66b1c1ed6f2	83dd5be3-7b80-4039-a63c-d85add7ac0be
85	PARTIAL_MATCH	4df23506-d848-41dd-8f0b-d27125811b48	5f5cfd50-a1e4-47e7-b7ff-848e8a3ed9f9
86	PERFECT_MATCH	3e4526bd-da0a-4612-b88d-51c396fba38e	83bb9252-ef8c-4d10-9694-5b8c623b749b
87	NEW	87948752-1480-4f05-b337-74dbcf32831f	87948752-1480-4f05-b337-74dbcf32831f
88	PARTIAL_MATCH	9f5b1aa9-6109-4d9b-9df6-cca61ddcb6f7	1b13a37b-712b-415f-a7f9-bc850b8792a5
89	PARTIAL_MATCH	e48fbbe5-690e-4466-8c53-2c8fa1945349	d6a813a6-26ef-488e-87a3-e4481439484d
90	NEW	676af9a9-2da9-44b7-ba8b-cbaedce8bfce	676af9a9-2da9-44b7-ba8b-cbaedce8bfce
91	PERFECT_MATCH	436d2d0a-8939-4334-a83e-96fb1399ac47	4265d513-3a0f-4ebc-ba30-2aa680e9b2ae
92	PARTIAL_MATCH	e2893d3a-0a74-47b2-b204-22ca5ff440d1	38573333-aad1-48eb-9b40-227029d95e8c
93	PERFECT_MATCH	e85fb979-1648-493f-ba2f-6b58ab194329	b4f7bd3a-5b2f-41a4-9e4b-b753adfd5e75
94	PERFECT_MATCH	bbd321fd-9272-472f-897a-817a8c013b09	57f0a572-d187-410e-b927-4c64734c95c0
95	NEW	63288b9d-e6a9-4b2f-9a10-323fe66c22b3	63288b9d-e6a9-4b2f-9a10-323fe66c22b3
96	NEW	218a0492-6d41-477f-91d5-f605640db2ff	218a0492-6d41-477f-91d5-f605640db2ff
97	PERFECT_MATCH	653b23dd-99bf-489f-90ab-f3d6847fdfa5	c5d4d825-af70-4d20-9b38-b9d33142236c
98	PARTIAL_MATCH	0e975dc9-312b-4467-bec6-ec71d54275c5	24058092-cf9c-410f-a656-aff24b901f61
99	PARTIAL_MATCH	aca37c34-29a0-4235-aabe-8d5b1035d9c2	b8c3dccf-4db3-4df5-bb7f-b24db1ace58c
100	PERFECT_MATCH	4fafac36-45ce-4096-9b08-b7298ec64ef8	3194be49-fdb0-474b-aabf-f08f3e76cefc
101	NEW	9cb85488-5a58-4556-abfc-c56ee52dbd95	9cb85488-5a58-4556-abfc-c56ee52dbd95
102	NEW	e5bd6006-3d06-4098-aa8f-ebbe3dd9271c	e5bd6006-3d06-4098-aa8f-ebbe3dd9271c
103	PARTIAL_MATCH	94726d47-46b8-4f5a-a60b-0f6cb015b170	342bba47-7561-4408-b735-e81599ce3b07
104	PARTIAL_MATCH	3937eb09-dae4-4b86-a9f7-1aaf585bd7d7	99bf4c64-0959-4205-bf73-c3a94a0d4b8f
105	PERFECT_MATCH	a140ff67-281f-4167-b30d-5003847521e2	2587d27d-4b6e-46c2-82e2-7a5d17f7ffe9
106	PERFECT_MATCH	9323385e-4ae4-4a8b-be3e-42d651ed0be3	70501947-2a7d-41ad-abd8-d8981f897c40
107	PERFECT_MATCH	9195df67-920e-4a17-bfdc-cc1a0dfa0b89	694ed921-9acf-45ed-9352-c610b463b83a
108	PARTIAL_MATCH	4ef166ee-4893-474b-bdc7-78823c338d5f	78bfc43c-4f8c-46c8-954e-9b9264521ee0
109	PARTIAL_MATCH	c60fad87-52fa-4eac-a2ff-fe4d4f88bb8b	a8376793-a988-4508-9c42-fdc87ffc029c
110	NEW	4d75ef73-2c1d-4e94-ac9c-85ecdd42e4ec	4d75ef73-2c1d-4e94-ac9c-85ecdd42e4ec
111	NEW	79c02b3b-7e33-4fcc-9da8-19b4f844d423	79c02b3b-7e33-4fcc-9da8-19b4f844d423
112	NEW	8ac85d78-5aff-4300-b290-753b0e2398e8	8ac85d78-5aff-4300-b290-753b0e2398e8
113	PARTIAL_MATCH	0e327a9c-2038-4ac1-b6c2-92c8f2bdb0fe	f1c61b8d-28ad-42fc-8e9c-bb0b0d5068b3
114	NEW	9b5bd54b-330d-4b92-8241-a15dc95ad6e9	9b5bd54b-330d-4b92-8241-a15dc95ad6e9
115	PARTIAL_MATCH	45e47269-1aeb-4b62-8ed8-a3c375dc3d07	544972f1-e0a0-4e6d-a170-09851bc9e870
116	PERFECT_MATCH	f2ce277f-a2bf-4103-b6e0-ad70d2881499	83df3699-971b-4d1b-b51e-d4bf28e640e4
117	NEW	38214e31-71db-4bf6-8f21-a170eaa088d7	38214e31-71db-4bf6-8f21-a170eaa088d7
118	NEW	35ea9306-b13d-4e82-a06e-9cb996ffd18c	35ea9306-b13d-4e82-a06e-9cb996ffd18c
119	NEW	6593f8c6-baba-4817-a630-0f14e3d7e92a	6593f8c6-baba-4817-a630-0f14e3d7e92a
120	PERFECT_MATCH	87956852-2d5b-4a63-86ba-29f18bbcac20	38fa54ab-4bc1-46dd-8330-896b051d5478
121	NEW	e6761a0f-1a4e-45f4-aa8f-4f87cd3823d4	e6761a0f-1a4e-45f4-aa8f-4f87cd3823d4
122	PERFECT_MATCH	51e9de6a-154b-47e1-a456-ff9c00e5a148	0d7e05fc-bda2-4e62-9fbe-0797af3d8666
123	PARTIAL_MATCH	758bd518-a413-4714-a96c-b9c54c1258ed	29c541b8-c5e7-4702-a7cd-3e658b74873e
124	PARTIAL_MATCH	8692e76d-9491-4e41-9edb-c45e71425ab1	2cbfe889-86be-4a92-8b60-de600e51e670
125	PERFECT_MATCH	85b10d0b-cc88-4220-9b24-10250c70b521	fc549c8a-3b1d-4f75-8da5-081f56427d52
126	PERFECT_MATCH	7dc9e7cb-8a7e-4bd6-b64b-ace4e9f49d65	c7be37af-d51a-4c5c-b05f-25c2195fc1ec
127	PARTIAL_MATCH	8c5eaaeb-46db-4f96-8bd1-e640aba3c3b0	b6a682ea-6abe-4880-bd45-ddcb4c2379e1
128	NEW	d6b4fca9-09bf-45fc-a8ab-4d356968ea86	d6b4fca9-09bf-45fc-a8ab-4d356968ea86
129	PARTIAL_MATCH	893a3cbb-98e4-406c-ae07-d46b274daa47	5eb54277-225d-4ad0-acc4-a20f3d893481
130	NEW	d3694232-55d1-462b-9f34-dd4ee37a0d92	d3694232-55d1-462b-9f34-dd4ee37a0d92
131	PERFECT_MATCH	0aad53c9-6aaa-4533-84fa-5164bdc1cde2	5b36eb3f-761b-495a-accc-4e9fee11a5ff
132	PERFECT_MATCH	65af9ffd-12df-421c-8c38-c4d5ac5d620f	d1cfcbaf-7c19-494e-b8f0-d4c6658ff1de
133	NEW	1eada28d-057f-4419-8480-92254f75f4cb	1eada28d-057f-4419-8480-92254f75f4cb
134	NEW	81b491cc-41ec-42bf-b0b0-d1dcf2379441	81b491cc-41ec-42bf-b0b0-d1dcf2379441
135	PERFECT_MATCH	210a5130-c4d3-49fe-8784-5e3493161d3f	5685bd8e-8788-402b-b2e9-aabd1ea30b5d
136	PARTIAL_MATCH	1aabb61f-015a-4276-b44d-bb6b8a261e90	a80e3fb4-33e5-48dc-b1f0-e62d345c295e
137	NEW	930d9360-c4ae-4cde-ae09-830ed5b2c5bb	930d9360-c4ae-4cde-ae09-830ed5b2c5bb
138	NEW	e8311446-6ea6-450b-ac6b-6cdfef12e70f	e8311446-6ea6-450b-ac6b-6cdfef12e70f
139	PARTIAL_MATCH	a45c86e8-021a-4174-b075-994c62677db4	359b1b93-176f-4da1-9eef-0eb0025d0e8f
140	NEW	0b68a0cd-9180-43b0-8e5c-f5169eb6a5dc	0b68a0cd-9180-43b0-8e5c-f5169eb6a5dc
141	PERFECT_MATCH	87638bad-b5b9-4ebe-9e7d-28a984fe3d0e	68683cbd-277a-4204-b65e-b5cac1e6030a
142	PERFECT_MATCH	1dbaff8c-b3bc-4492-831e-0b78afc94f2a	24aa8015-9d5a-4bc6-99ba-ee33d1b94f8c
143	PERFECT_MATCH	0cbb86aa-ef9c-4c29-8324-a54c648dfa68	4ad050ea-2ec0-472e-a189-2630568983ad
144	NEW	ce9a0bc0-9ccb-45bf-ba0d-185e0f157d91	ce9a0bc0-9ccb-45bf-ba0d-185e0f157d91
145	PERFECT_MATCH	92ccb1cf-8a5d-49c4-bf3b-a1c63f59cee3	728ca40b-1825-47a5-9a43-a07b607d8f9f
146	NEW	67fae986-9641-4edb-a376-a5d1cb186c69	67fae986-9641-4edb-a376-a5d1cb186c69
147	NEW	1fa9beb7-1bcd-4bce-b6d8-94a014fdadd4	1fa9beb7-1bcd-4bce-b6d8-94a014fdadd4
148	NEW	fc8e88ba-d141-465d-9e22-fbfd70a5f08b	fc8e88ba-d141-465d-9e22-fbfd70a5f08b
149	PERFECT_MATCH	ffac608e-a8c3-4685-908d-ffa6e7d7641e	98d2033f-04a0-461c-b3a0-714cccb63e30
150	NEW	309b9ff5-7d55-4b81-ba8d-f0161b045c32	309b9ff5-7d55-4b81-ba8d-f0161b045c32
151	NEW	85b8ee19-fd44-4f62-ad15-b6eab7a0fe79	85b8ee19-fd44-4f62-ad15-b6eab7a0fe79
152	NEW	e92f41aa-efeb-4599-8087-2d74a7270dba	e92f41aa-efeb-4599-8087-2d74a7270dba
153	NEW	ca4f522b-965a-4537-aed4-1d31a3cf0f12	ca4f522b-965a-4537-aed4-1d31a3cf0f12
154	NEW	cdfb041e-ed53-4248-b3c6-aeb34497c5c3	cdfb041e-ed53-4248-b3c6-aeb34497c5c3
155	NEW	24aca004-d9ea-474f-92eb-a4cd69c43bbb	24aca004-d9ea-474f-92eb-a4cd69c43bbb
156	PERFECT_MATCH	cabd7638-de60-4144-aed2-262a8dab8bf6	f2542876-6fae-4325-9fc8-15f73341ebbf
157	NEW	41844969-8485-4637-8482-c57a9903b528	41844969-8485-4637-8482-c57a9903b528
158	PERFECT_MATCH	f7673dad-3800-49dc-9757-0f548d52d9c9	46591916-fe43-4957-9e2d-d43678feeaae
159	NEW	bc0b81c8-3089-4ad8-97cc-b277b4ee0961	bc0b81c8-3089-4ad8-97cc-b277b4ee0961
160	NEW	d85d5244-a4bc-494e-8851-589f21b32bed	d85d5244-a4bc-494e-8851-589f21b32bed
161	PARTIAL_MATCH	b47523b3-41fb-4db6-82c5-64680d27f172	a7343e56-83e7-4439-b1ef-0d11efa183ba
162	NEW	3631c5db-8d20-40e6-bf1c-30e981bf83fc	3631c5db-8d20-40e6-bf1c-30e981bf83fc
163	PERFECT_MATCH	6a88cc07-bb5f-4242-b30e-fa645958a249	153549fa-da71-40e6-8ad7-22094e491dd5
164	NEW	40b123e3-cd67-48be-9156-b7360c12e108	40b123e3-cd67-48be-9156-b7360c12e108
165	PERFECT_MATCH	476f1894-fb05-491d-9d72-cfe74cc23159	915400f7-7e8c-411f-9b38-5141d067fd96
166	PERFECT_MATCH	4a0e8a59-67df-41e9-b61a-e92fbf958410	11026b3e-383f-4ee6-b3f6-96e7875b9b6a
167	PERFECT_MATCH	f8b4b0b5-9d08-41db-8f16-4c4d5c1ddb55	310a039d-8da6-4e02-b08f-8d61b32c296c
168	PARTIAL_MATCH	b4dbd852-a3d3-4b4b-ad72-ef6fcfb8e684	712f6a14-3761-4375-a550-0672e94e175e
169	NEW	3119c750-8d65-49a5-8f77-c4b55993c7e1	3119c750-8d65-49a5-8f77-c4b55993c7e1
170	PERFECT_MATCH	43e6ebcd-2ac3-4ac8-833c-4a23e0bb7dc8	4e24051f-3547-46ea-b63d-44e869fcd691
171	NEW	35ec0577-1819-4dbe-819b-6f5128ed846a	35ec0577-1819-4dbe-819b-6f5128ed846a
172	PARTIAL_MATCH	c5307516-f2d3-4856-ab0a-7e28b461bb86	f73360c5-c5d7-4388-9f8c-a2fdf3fd6e09
173	NEW	d25025ab-9778-4b2c-ba90-cb226c7385e3	d25025ab-9778-4b2c-ba90-cb226c7385e3
174	NEW	b2099e93-9270-4072-9a25-4df94ac24d82	b2099e93-9270-4072-9a25-4df94ac24d82
175	NEW	c7739e04-9a20-492b-a8a0-28e869ebd1cd	c7739e04-9a20-492b-a8a0-28e869ebd1cd
176	NEW	8446b6ab-4a20-4523-9f5e-e6f45cd24971	8446b6ab-4a20-4523-9f5e-e6f45cd24971
177	NEW	0a68f0f2-1331-4f92-8522-b4209678dfd7	0a68f0f2-1331-4f92-8522-b4209678dfd7
178	PERFECT_MATCH	e2e332b4-338d-42c6-b17e-a59adc4b3c39	97e82a8e-f4e5-4001-a149-0ed85e655b23
179	NEW	656f8f2b-cad6-464a-91af-756b51f5f445	656f8f2b-cad6-464a-91af-756b51f5f445
180	PERFECT_MATCH	f3f5daa0-63ef-469f-9ebc-7d0a12d58b61	23e1bdb3-a653-418d-ac5c-1121f844684c
181	NEW	e4017940-29d2-4738-a7b1-26e21873b588	e4017940-29d2-4738-a7b1-26e21873b588
182	NEW	c1bce0bc-ebf9-4bd8-a82a-6cc7fb7b1c3a	c1bce0bc-ebf9-4bd8-a82a-6cc7fb7b1c3a
183	NEW	5d407128-6263-493e-9722-5ebd5b704f56	5d407128-6263-493e-9722-5ebd5b704f56
184	PERFECT_MATCH	ffe8fa0c-b7db-4d32-9e9d-c0bd8db4bfa3	b6caf0ec-56d2-4001-8894-c7b67f338ac9
185	PARTIAL_MATCH	4b57d754-b21b-45e6-aa3e-246992f6a8da	2c65a86b-4281-44a7-aabb-03bbac73d943
186	NEW	bc3513e6-ff33-4d3d-8f86-646b16ee072b	bc3513e6-ff33-4d3d-8f86-646b16ee072b
187	NEW	ad80b8d3-40e9-4372-ba8c-d21293cb8f94	ad80b8d3-40e9-4372-ba8c-d21293cb8f94
188	NEW	4a997e86-1b9e-48ae-a3e1-7170deefb1e2	4a997e86-1b9e-48ae-a3e1-7170deefb1e2
189	PARTIAL_MATCH	d5e065d2-9f41-44fd-8a38-5619c0a8edbb	61c33759-c5d5-4acb-ab3d-bca21bae8f82
190	NEW	9d972d37-6c0a-4595-b971-b18bd0a18d79	9d972d37-6c0a-4595-b971-b18bd0a18d79
191	PERFECT_MATCH	6acad8c7-c699-44dd-b450-1973bbd918ad	b426df82-547e-48bf-b747-6dd33d996ac7
192	NEW	c0e3d6c3-4369-44b1-b413-f2c2e3ecf277	c0e3d6c3-4369-44b1-b413-f2c2e3ecf277
193	PARTIAL_MATCH	6a76e1a2-a1b4-4b06-b2c7-e1003988e182	a1432894-2194-49d2-9573-7bdb17fc2bbe
194	PERFECT_MATCH	a5474bde-22d5-405f-9603-ecf924f8d44a	dd905acb-cdc6-4c32-b46f-95a1d65ea854
195	NEW	21601dbd-aec1-43b2-aa8b-c8255ccae17d	21601dbd-aec1-43b2-aa8b-c8255ccae17d
196	NEW	8921381d-13b7-4069-8a04-fb40439abbac	8921381d-13b7-4069-8a04-fb40439abbac
197	NEW	0f849638-82c6-4e48-9a9d-d62235199eb9	0f849638-82c6-4e48-9a9d-d62235199eb9
198	PARTIAL_MATCH	a3952176-e5a9-415c-b73e-9a0d54d8fccd	bb90487a-4db2-4f04-ad3d-91bc17bd816f
199	NEW	024e98e1-0cc4-49f9-8212-81a70f22ac9a	024e98e1-0cc4-49f9-8212-81a70f22ac9a
200	NEW	273ac7d5-48f5-463d-a99f-57765362336e	273ac7d5-48f5-463d-a99f-57765362336e
201	NEW	a7f386af-93e6-4051-9cb6-1c62582d53a0	a7f386af-93e6-4051-9cb6-1c62582d53a0
202	NEW	2ff3da7f-9b75-4e32-9db8-0eb118542800	2ff3da7f-9b75-4e32-9db8-0eb118542800
203	NEW	1d630e92-a66c-42c0-87da-036abeaf1480	1d630e92-a66c-42c0-87da-036abeaf1480
204	NEW	fdfcb126-1e82-4ea6-b93b-05f44bbbead5	fdfcb126-1e82-4ea6-b93b-05f44bbbead5
205	PARTIAL_MATCH	4b782b25-3a50-4126-8a74-9efff24a9ba9	684aef16-c6d9-419c-a616-16bf7a664639
206	NEW	9b42d39a-73c0-4ddf-9e47-9489e5428469	9b42d39a-73c0-4ddf-9e47-9489e5428469
207	PERFECT_MATCH	61c59e84-824e-4d85-b39b-ef5415754608	5bbb689a-63e1-46fe-833e-b96dd7b44bc8
208	PARTIAL_MATCH	7503d167-5b0c-4dad-9e38-21c017e89cd7	139c5652-48ab-4f5f-8380-af41897ff68b
209	PARTIAL_MATCH	c6f24af7-f598-4cf2-a0ce-94e5d2b074dd	b0709003-a389-48b0-96c8-90ac23e8f7c1
210	NEW	723cae9b-5798-49b7-b4ca-e9cdde5d848e	723cae9b-5798-49b7-b4ca-e9cdde5d848e
211	PERFECT_MATCH	917d49d8-d208-4b00-b66c-f0a81e177016	52033153-dd21-4a6c-b36f-8a5ba47b9ce3
212	NEW	4fabbc14-053d-4a3f-bc57-27bcfb7313a7	4fabbc14-053d-4a3f-bc57-27bcfb7313a7
213	PERFECT_MATCH	4ede62e6-95a7-4356-866e-1fbb03630f84	6ddae866-ed42-4b05-a650-fcae2984131b
214	NEW	d0e58ec7-ed7a-4208-a750-17d922242a52	d0e58ec7-ed7a-4208-a750-17d922242a52
215	PERFECT_MATCH	26b43209-1cef-482e-8192-abd05e075db6	4cb5a083-e80b-4a4c-aa6e-4cb0fcdd9082
216	NEW	fae7620a-30f2-425c-a192-335e06181491	fae7620a-30f2-425c-a192-335e06181491
217	PERFECT_MATCH	4e1c455c-2d85-428c-8841-3adb58cbb31f	389926e1-d612-4ff3-844f-ec8c91cdba17
